product_id,category_id,seller_id,price,weight_grams,length_cm,photos_qty
prd_0013229,cat_004,sel_000678,272.34,5692,117,2
prd_0013230,cat_019,sel_000338,77.44,2287,87,5
prd_0013231,cat_040,sel_001121,29.91,729,93,1
prd_0013232,cat_031,sel_000406,68.64,346,59,5
prd_0013233,cat_032,sel_000517,25.22,2298,98,1
prd_0013234,cat_025,sel_000853,92.75,571,31,5
prd_0013235,cat_038,sel_001658,121.59,910,56,2
prd_0013236,cat_030,sel_000315,317.94,2136,110,5
prd_0013237,cat_009,sel_000722,18.88,796,75,2
prd_0013238,cat_018,sel_002132,120.21,845,77,2
prd_0013239,cat_014,sel_000692,120.6,922,71,7
prd_0013240,cat_006,sel_000445,45.66,1139,26,5
prd_0013241,cat_008,sel_001366,129.6,648,20,7
prd_0013242,cat_010,sel_000093,14.98,666,15,6
prd_0013243,cat_006,sel_002017,59.67,585,31,4
prd_0013244,cat_008,sel_000578,48.66,355,27,3
prd_0013245,cat_039,sel_000346,21.38,381,94,3
prd_0013246,cat_011,sel_002017,20.09,514,78,4
prd_0013247,cat_034,sel_002094,48.48,1127,64,3
prd_0013248,cat_002,sel_001829,14.47,759,51,1
prd_0013249,cat_041,sel_000607,48.0,572,30,6
prd_0013250,cat_032,sel_001348,17.44,525,83,2
prd_0013251,cat_038,sel_002419,98.75,334,104,2
prd_0013252,cat_019,sel_001225,68.32,382,73,2
prd_0013253,cat_024,sel_002359,89.35,648,28,2
prd_0013254,cat_013,sel_001693,28.76,4016,61,5
prd_0013255,cat_015,sel_002101,163.83,885,111,2
prd_0013256,cat_031,sel_000505,92.13,538,91,1
prd_0013257,cat_002,sel_002299,10.92,796,93,5
prd_0013258,cat_002,sel_002116,49.59,279,37,4
prd_0013259,cat_037,sel_001990,24.95,373,99,5
prd_0013260,cat_004,sel_002342,256.84,17113,90,2
prd_0013261,cat_028,sel_002001,61.05,30246,65,7
prd_0013262,cat_007,sel_001483,75.59,867,117,1
prd_0013263,cat_013,sel_001626,22.31,7200,65,1
prd_0013264,cat_010,sel_002036,37.03,1104,32,3
prd_0013265,cat_018,sel_001882,190.22,1326,23,3
prd_0013266,cat_034,sel_001523,62.32,1491,28,7
prd_0013267,cat_037,sel_001540,80.3,502,112,3
prd_0013268,cat_008,sel_002196,77.99,1894,72,5
prd_0013269,cat_011,sel_000030,28.98,2544,52,1
prd_0013270,cat_034,sel_001794,71.72,312,40,5
prd_0013271,cat_004,sel_001446,387.88,11175,72,6
prd_0013272,cat_005,sel_002087,41.45,718,109,6
prd_0013273,cat_017,sel_000529,28.53,673,17,3
prd_0013274,cat_032,sel_001348,27.67,258,88,4
prd_0013275,cat_011,sel_000333,14.47,373,31,5
prd_0013276,cat_003,sel_001655,147.23,1671,54,4
prd_0013277,cat_040,sel_001927,29.48,538,105,4
prd_0013278,cat_039,sel_001565,14.03,818,87,7
prd_0013279,cat_024,sel_001426,45.62,1595,58,3
prd_0013280,cat_025,sel_000869,36.39,322,108,7
prd_0013281,cat_039,sel_001603,12.95,1908,52,1
prd_0013282,cat_024,sel_002241,51.88,1536,46,4
prd_0013283,cat_032,sel_001798,17.05,253,38,7
prd_0013284,cat_016,sel_000064,63.59,330,100,2
prd_0013285,cat_008,sel_001304,21.91,490,115,1
prd_0013286,cat_034,sel_001835,71.92,372,45,5
prd_0013287,cat_025,sel_001291,140.99,802,84,5
prd_0013288,cat_010,sel_001522,19.5,824,77,4
prd_0013289,cat_024,sel_002264,109.98,643,64,7
prd_0013290,cat_034,sel_002176,163.97,723,60,3
prd_0013291,cat_009,sel_000234,86.33,561,115,3
prd_0013292,cat_032,sel_001311,52.66,731,106,3
prd_0013293,cat_003,sel_001561,241.18,3903,73,4
prd_0013294,cat_024,sel_002113,92.65,181,70,5
prd_0013295,cat_042,sel_000670,90.61,605,112,6
prd_0013296,cat_036,sel_000365,27.03,756,37,3
prd_0013297,cat_037,sel_001538,52.49,571,27,2
prd_0013298,cat_025,sel_001201,110.86,701,94,5
prd_0013299,cat_016,sel_000660,264.9,1092,55,2
prd_0013300,cat_025,sel_002348,56.34,463,15,2
prd_0013301,cat_011,sel_000793,18.93,1810,70,1
prd_0013302,cat_021,sel_000152,31.81,951,115,2
prd_0013303,cat_020,sel_000161,36.19,6818,29,1
prd_0013304,cat_020,sel_000521,47.85,4966,110,5
prd_0013305,cat_014,sel_000315,74.22,683,79,2
prd_0013306,cat_012,sel_001017,43.24,877,118,1
prd_0013307,cat_011,sel_000233,18.88,440,91,5
prd_0013308,cat_008,sel_001435,35.56,1041,115,7
prd_0013309,cat_016,sel_001051,77.69,1610,36,1
prd_0013310,cat_005,sel_001540,12.65,519,60,2
prd_0013311,cat_038,sel_002467,79.91,463,53,6
prd_0013312,cat_003,sel_002472,154.79,2823,78,6
prd_0013313,cat_034,sel_001072,52.1,980,112,3
prd_0013314,cat_009,sel_000933,67.4,274,76,4
prd_0013315,cat_034,sel_001709,58.48,790,74,4
prd_0013316,cat_028,sel_000935,75.75,44207,95,4
prd_0013317,cat_039,sel_001974,19.41,583,86,3
prd_0013318,cat_036,sel_001545,30.6,1270,25,6
prd_0013319,cat_027,sel_000519,18.43,1569,97,5
prd_0013320,cat_006,sel_001069,54.48,204,72,4
prd_0013321,cat_021,sel_002145,35.04,3406,34,6
prd_0013322,cat_011,sel_001421,27.38,399,32,2
prd_0013323,cat_037,sel_001777,89.3,589,89,1
prd_0013324,cat_037,sel_001777,88.65,340,97,3
prd_0013325,cat_011,sel_001240,15.98,918,107,7
prd_0013326,cat_025,sel_000741,28.97,711,39,6
prd_0013327,cat_011,sel_001538,19.03,561,114,5
prd_0013328,cat_025,sel_000303,37.14,323,36,4
prd_0013329,cat_023,sel_001538,56.63,553,20,5
prd_0013330,cat_019,sel_000281,48.7,708,33,7
prd_0013331,cat_037,sel_002250,61.25,459,32,4
prd_0013332,cat_009,sel_001862,41.64,467,16,3
prd_0013333,cat_032,sel_000479,56.16,603,10,1
prd_0013334,cat_026,sel_001990,19.41,840,12,1
prd_0013335,cat_010,sel_001804,42.0,741,53,4
prd_0013336,cat_015,sel_001809,52.69,1080,18,5
prd_0013337,cat_003,sel_000840,528.78,1434,43,2
prd_0013338,cat_023,sel_001342,91.79,995,61,2
prd_0013339,cat_037,sel_001510,127.29,334,74,4
prd_0013340,cat_005,sel_000961,20.25,732,29,2
prd_0013341,cat_005,sel_001435,23.89,712,36,7
prd_0013342,cat_017,sel_000615,25.61,1950,97,7
prd_0013343,cat_010,sel_002178,11.83,429,87,4
prd_0013344,cat_010,sel_002395,15.43,329,54,6
prd_0013345,cat_024,sel_000815,52.61,408,115,2
prd_0013346,cat_014,sel_000865,119.7,437,66,1
prd_0013347,cat_034,sel_000556,86.85,736,21,4
prd_0013348,cat_015,sel_002149,25.65,319,21,6
prd_0013349,cat_023,sel_000429,94.39,713,33,3
prd_0013350,cat_014,sel_002017,75.86,610,43,2
prd_0013351,cat_009,sel_002069,30.39,947,31,7
prd_0013352,cat_017,sel_000790,65.7,817,91,4
prd_0013353,cat_028,sel_001972,82.11,45391,117,3
prd_0013354,cat_040,sel_001160,49.07,767,67,2
prd_0013355,cat_002,sel_000878,18.09,1075,73,6
prd_0013356,cat_019,sel_002229,154.11,284,108,2
prd_0013357,cat_024,sel_001160,58.08,289,44,4
prd_0013358,cat_003,sel_000152,380.38,1484,73,1
prd_0013359,cat_034,sel_001593,59.23,625,51,2
prd_0013360,cat_010,sel_001654,53.35,359,113,7
prd_0013361,cat_037,sel_001593,96.24,793,99,5
prd_0013362,cat_021,sel_000910,59.12,1041,77,2
prd_0013363,cat_006,sel_001699,102.8,524,92,1
prd_0013364,cat_031,sel_000741,30.71,594,98,3
prd_0013365,cat_006,sel_001196,48.03,798,56,6
prd_0013366,cat_028,sel_000559,146.99,23316,69,5
prd_0013367,cat_033,sel_001558,20.41,1101,41,7
prd_0013368,cat_022,sel_002017,172.21,11582,27,6
prd_0013369,cat_009,sel_000267,34.55,1294,115,4
prd_0013370,cat_016,sel_000071,73.28,1481,26,7
prd_0013371,cat_019,sel_001921,52.28,1022,101,2
prd_0013372,cat_025,sel_000801,99.61,816,73,2
prd_0013373,cat_024,sel_000805,97.12,412,10,2
prd_0013374,cat_014,sel_001443,112.23,452,96,5
prd_0013375,cat_031,sel_001253,30.13,964,66,6
prd_0013376,cat_032,sel_000326,57.78,246,30,5
prd_0013377,cat_027,sel_001919,17.18,6783,14,2
prd_0013378,cat_009,sel_000468,18.61,443,92,6
prd_0013379,cat_016,sel_002051,100.83,459,70,4
prd_0013380,cat_015,sel_001928,54.69,884,60,7
prd_0013381,cat_034,sel_000439,156.97,690,113,7
prd_0013382,cat_033,sel_001913,19.21,486,112,1
prd_0013383,cat_036,sel_001660,37.22,380,12,6
prd_0013384,cat_008,sel_002444,44.92,283,39,1
prd_0013385,cat_031,sel_001778,34.87,203,43,1
prd_0013386,cat_036,sel_001001,17.12,1247,55,2
prd_0013387,cat_006,sel_001560,54.68,538,65,5
prd_0013388,cat_002,sel_001662,16.86,384,89,7
prd_0013389,cat_004,sel_001869,326.31,21841,38,1
prd_0013390,cat_023,sel_001201,60.53,406,45,7
prd_0013391,cat_015,sel_002055,33.64,410,23,3
prd_0013392,cat_007,sel_000730,54.12,1087,12,2
prd_0013393,cat_019,sel_002404,142.75,869,39,3
prd_0013394,cat_032,sel_000774,19.9,657,79,1
prd_0013395,cat_035,sel_000103,19.09,454,52,4
prd_0013396,cat_031,sel_000519,44.8,674,35,5
prd_0013397,cat_037,sel_002301,79.59,802,44,5
prd_0013398,cat_023,sel_002006,49.97,682,116,5
prd_0013399,cat_034,sel_001122,39.22,1101,119,7
prd_0013400,cat_014,sel_002254,72.1,363,74,4
prd_0013401,cat_034,sel_000618,70.6,527,115,2
prd_0013402,cat_037,sel_000606,100.57,792,116,2
prd_0013403,cat_026,sel_000337,7.95,450,79,5
prd_0013404,cat_015,sel_001130,66.2,966,96,5
prd_0013405,cat_010,sel_001322,38.54,1174,15,2
prd_0013406,cat_011,sel_000375,4.77,618,31,5
prd_0013407,cat_005,sel_000308,19.43,726,18,3
prd_0013408,cat_002,sel_001002,15.16,540,92,1
prd_0013409,cat_014,sel_000605,38.86,518,86,6
prd_0013410,cat_002,sel_001473,32.63,1139,62,3
prd_0013411,cat_037,sel_001345,128.53,394,83,1
prd_0013412,cat_024,sel_000426,81.27,907,108,7
prd_0013413,cat_034,sel_000042,80.15,468,29,1
prd_0013414,cat_016,sel_001616,102.74,393,89,2
prd_0013415,cat_008,sel_001954,17.28,993,107,3
prd_0013416,cat_010,sel_001254,43.55,849,91,4
prd_0013417,cat_034,sel_001479,135.12,432,89,4
prd_0013418,cat_005,sel_002398,28.5,551,89,3
prd_0013419,cat_027,sel_001941,10.61,3288,32,3
prd_0013420,cat_008,sel_000836,38.2,674,33,6
prd_0013421,cat_012,sel_002109,27.21,469,109,5
prd_0013422,cat_001,sel_001407,26.11,1429,37,4
prd_0013423,cat_017,sel_001340,37.92,344,91,6
prd_0013424,cat_005,sel_001735,12.07,281,59,4
prd_0013425,cat_035,sel_001092,23.26,565,109,5
prd_0013426,cat_004,sel_002197,226.23,5552,41,5
prd_0013427,cat_009,sel_000439,39.11,406,108,6
prd_0013428,cat_001,sel_001072,28.49,437,107,3
prd_0013429,cat_042,sel_000179,28.22,604,10,4
prd_0013430,cat_024,sel_001768,60.29,543,80,2
prd_0013431,cat_024,sel_000684,34.9,675,69,4
prd_0013432,cat_019,sel_001081,39.08,406,61,1
prd_0013433,cat_036,sel_002210,43.4,496,21,1
prd_0013434,cat_005,sel_000491,14.8,801,82,3
prd_0013435,cat_032,sel_000009,32.69,192,47,7
prd_0013436,cat_033,sel_001488,28.62,740,68,5
prd_0013437,cat_002,sel_001118,38.79,205,42,5
prd_0013438,cat_005,sel_000151,19.99,603,103,6
prd_0013439,cat_021,sel_000741,47.87,2593,66,2
prd_0013440,cat_004,sel_000615,244.67,17494,59,7
prd_0013441,cat_010,sel_000664,40.94,440,103,5
prd_0013442,cat_014,sel_002004,64.93,682,19,3
prd_0013443,cat_006,sel_000759,64.64,374,25,4
prd_0013444,cat_027,sel_001257,26.28,6985,31,3
prd_0013445,cat_018,sel_000670,55.08,909,61,3
prd_0013446,cat_024,sel_002362,46.69,373,22,7
prd_0013447,cat_017,sel_001962,42.76,1194,103,5
prd_0013448,cat_014,sel_001073,41.82,661,83,4
prd_0013449,cat_018,sel_001806,118.33,341,61,2
prd_0013450,cat_038,sel_000785,72.45,1075,47,6
prd_0013451,cat_014,sel_000236,66.44,1364,39,7
prd_0013452,cat_024,sel_001095,58.14,527,118,6
prd_0013453,cat_034,sel_001443,141.99,720,71,4
prd_0013454,cat_023,sel_000881,80.53,596,57,7
prd_0013455,cat_008,sel_001036,32.85,801,11,5
prd_0013456,cat_005,sel_001784,18.39,892,34,3
prd_0013457,cat_023,sel_002235,102.11,982,59,1
prd_0013458,cat_029,sel_002231,57.86,3175,59,5
prd_0013459,cat_032,sel_001479,30.6,463,67,7
prd_0013460,cat_027,sel_001582,37.63,5671,21,7
prd_0013461,cat_001,sel_001363,29.95,423,34,5
prd_0013462,cat_032,sel_000947,26.88,713,53,3
prd_0013463,cat_023,sel_001842,32.27,379,37,1
prd_0013464,cat_041,sel_000300,50.55,842,24,5
prd_0013465,cat_032,sel_002231,80.76,611,21,3
prd_0013466,cat_015,sel_000721,37.47,811,105,3
prd_0013467,cat_025,sel_000566,86.51,731,108,2
prd_0013468,cat_023,sel_000692,97.34,297,101,1
prd_0013469,cat_011,sel_002017,18.78,1710,15,4
prd_0013470,cat_019,sel_000678,33.74,311,87,3
prd_0013471,cat_007,sel_001555,63.86,2078,108,3
prd_0013472,cat_003,sel_000868,190.91,509,23,1
prd_0013473,cat_029,sel_001648,68.41,8277,115,6
prd_0013474,cat_013,sel_001523,17.99,1978,87,5
prd_0013475,cat_031,sel_002493,38.36,1345,73,4
prd_0013476,cat_017,sel_000776,57.53,361,25,1
prd_0013477,cat_033,sel_000883,16.72,347,108,4
prd_0013478,cat_031,sel_000519,47.37,610,115,3
prd_0013479,cat_032,sel_001194,47.91,1226,67,2
prd_0013480,cat_015,sel_002084,21.55,1111,69,7
prd_0013481,cat_040,sel_000543,27.33,536,13,7
prd_0013482,cat_014,sel_002397,60.09,511,18,7
prd_0013483,cat_032,sel_000042,56.22,778,37,3
prd_0013484,cat_017,sel_002017,54.74,582,18,2
prd_0013485,cat_009,sel_001735,111.94,624,116,1
prd_0013486,cat_024,sel_002254,88.97,558,55,4
prd_0013487,cat_016,sel_001339,98.34,814,99,3
prd_0013488,cat_009,sel_001708,66.09,751,46,7
prd_0013489,cat_013,sel_000139,50.19,8559,118,2
prd_0013490,cat_006,sel_001016,54.78,436,72,7
prd_0013491,cat_041,sel_001948,39.92,434,57,3
prd_0013492,cat_024,sel_000294,73.05,572,12,7
prd_0013493,cat_006,sel_001982,23.07,542,34,6
prd_0013494,cat_032,sel_000770,47.07,923,40,5
prd_0013495,cat_023,sel_000891,115.41,354,39,3
prd_0013496,cat_028,sel_001624,71.18,56612,42,6
prd_0013497,cat_023,sel_000224,144.19,520,100,4
prd_0013498,cat_002,sel_001567,26.69,1083,87,7
prd_0013499,cat_007,sel_002271,109.62,2127,32,6
prd_0013500,cat_032,sel_000260,67.34,1002,64,4
prd_0013501,cat_031,sel_000644,57.85,820,76,4
prd_0013502,cat_031,sel_000043,43.27,1048,100,1
prd_0013503,cat_001,sel_001331,22.96,517,108,6
prd_0013504,cat_033,sel_001817,6.68,684,51,6
prd_0013505,cat_016,sel_002299,167.8,428,99,4
prd_0013506,cat_027,sel_000936,15.57,2581,32,4
prd_0013507,cat_009,sel_000387,34.97,700,56,3
prd_0013508,cat_032,sel_000079,38.28,629,43,4
prd_0013509,cat_041,sel_000809,81.75,744,52,4
prd_0013510,cat_009,sel_001318,57.76,641,29,6
prd_0013511,cat_032,sel_002246,50.67,520,75,7
prd_0013512,cat_023,sel_000558,186.78,952,103,3
prd_0013513,cat_009,sel_001979,81.44,440,58,1
prd_0013514,cat_011,sel_001236,16.46,680,43,4
prd_0013515,cat_029,sel_002154,24.46,14200,40,7
prd_0013516,cat_010,sel_002143,53.26,855,65,2
prd_0013517,cat_002,sel_002129,13.82,591,22,5
prd_0013518,cat_037,sel_001036,113.84,244,34,1
prd_0013519,cat_023,sel_000875,71.48,506,44,7
prd_0013520,cat_031,sel_000532,59.01,1735,75,1
prd_0013521,cat_023,sel_000595,109.32,530,25,2
prd_0013522,cat_019,sel_001558,33.03,598,109,2
prd_0013523,cat_032,sel_002398,47.83,653,16,3
prd_0013524,cat_002,sel_001549,18.59,742,96,6
prd_0013525,cat_011,sel_001063,21.34,432,108,1
prd_0013526,cat_024,sel_000615,87.44,876,116,1
prd_0013527,cat_039,sel_001636,21.19,736,82,1
prd_0013528,cat_014,sel_000543,48.35,253,102,1
prd_0013529,cat_040,sel_000260,11.47,168,116,4
prd_0013530,cat_031,sel_000260,24.03,458,42,2
prd_0013531,cat_017,sel_002109,56.14,327,92,1
prd_0013532,cat_015,sel_000977,38.75,700,20,5
prd_0013533,cat_005,sel_002342,15.3,497,90,5
prd_0013534,cat_023,sel_001276,106.16,758,89,1
prd_0013535,cat_002,sel_001735,17.8,763,62,4
prd_0013536,cat_015,sel_002054,29.42,362,25,3
prd_0013537,cat_009,sel_002176,29.28,500,78,7
prd_0013538,cat_040,sel_000426,15.62,454,20,5
prd_0013539,cat_013,sel_000558,29.74,6377,20,7
prd_0013540,cat_017,sel_000393,99.78,549,71,5
prd_0013541,cat_013,sel_001137,18.04,7476,83,3
prd_0013542,cat_005,sel_000408,26.37,1153,53,3
prd_0013543,cat_012,sel_001631,85.24,560,80,7
prd_0013544,cat_032,sel_000919,29.61,446,82,6
prd_0013545,cat_023,sel_002407,84.27,387,63,1
prd_0013546,cat_016,sel_002026,89.18,855,75,2
prd_0013547,cat_034,sel_001804,125.59,570,82,6
prd_0013548,cat_001,sel_001729,16.7,416,81,4
prd_0013549,cat_034,sel_000108,89.24,939,98,5
prd_0013550,cat_002,sel_000241,16.69,948,78,4
prd_0013551,cat_036,sel_001098,31.03,373,55,3
prd_0013552,cat_040,sel_002274,33.03,718,32,3
prd_0013553,cat_034,sel_000260,150.51,805,45,6
prd_0013554,cat_001,sel_001072,42.31,1404,61,4
prd_0013555,cat_019,sel_002017,46.06,552,42,3
prd_0013556,cat_034,sel_000793,62.58,600,10,7
prd_0013557,cat_020,sel_002309,110.23,6958,106,4
prd_0013558,cat_013,sel_002326,25.8,7544,87,6
prd_0013559,cat_017,sel_000155,47.27,733,116,5
prd_0013560,cat_003,sel_001558,88.4,1678,107,2
prd_0013561,cat_018,sel_000375,18.39,453,98,2
prd_0013562,cat_002,sel_001127,9.15,510,114,4
prd_0013563,cat_024,sel_002236,60.74,556,86,1
prd_0013564,cat_013,sel_000207,17.24,5679,117,3
prd_0013565,cat_007,sel_002333,105.23,750,102,5
prd_0013566,cat_001,sel_002481,31.89,425,70,2
prd_0013567,cat_039,sel_001678,54.7,917,94,2
prd_0013568,cat_021,sel_000899,21.39,1837,69,7
prd_0013569,cat_024,sel_000638,28.96,555,43,2
prd_0013570,cat_032,sel_001100,29.72,880,23,5
prd_0013571,cat_024,sel_000477,148.2,937,39,2
prd_0013572,cat_014,sel_000054,65.09,713,97,7
prd_0013573,cat_024,sel_000173,109.9,1529,105,6
prd_0013574,cat_009,sel_001665,43.41,234,119,6
prd_0013575,cat_022,sel_000056,95.28,8103,104,3
prd_0013576,cat_008,sel_000748,16.25,364,22,5
prd_0013577,cat_039,sel_001693,17.05,594,41,6
prd_0013578,cat_019,sel_000464,72.27,607,80,5
prd_0013579,cat_008,sel_000832,51.92,585,39,4
prd_0013580,cat_024,sel_000087,89.7,382,36,4
prd_0013581,cat_004,sel_000303,766.89,7639,116,4
prd_0013582,cat_015,sel_000588,28.53,230,98,5
prd_0013583,cat_036,sel_000331,28.58,543,73,7
prd_0013584,cat_032,sel_001206,44.83,644,21,2
prd_0013585,cat_027,sel_000331,12.45,4731,93,5
prd_0013586,cat_017,sel_000761,63.97,1077,72,6
prd_0013587,cat_016,sel_001800,72.31,917,14,2
prd_0013588,cat_001,sel_001643,51.41,987,89,1
prd_0013589,cat_023,sel_000979,51.21,365,65,7
prd_0013590,cat_022,sel_002316,102.47,8722,78,6
prd_0013591,cat_001,sel_001996,13.9,726,54,3
prd_0013592,cat_005,sel_001549,20.78,314,67,1
prd_0013593,cat_001,sel_001118,13.38,1029,39,4
prd_0013594,cat_009,sel_000163,55.72,387,46,5
prd_0013595,cat_001,sel_001064,14.37,358,45,3
prd_0013596,cat_014,sel_001398,41.57,1303,30,6
prd_0013597,cat_017,sel_002471,37.71,679,103,6
prd_0013598,cat_016,sel_002365,113.67,357,42,2
prd_0013599,cat_007,sel_000302,83.81,460,12,4
prd_0013600,cat_019,sel_002437,68.05,1022,57,6
prd_0013601,cat_033,sel_001901,25.14,330,86,3
prd_0013602,cat_010,sel_001710,29.68,561,89,3
prd_0013603,cat_011,sel_002254,7.74,561,66,5
prd_0013604,cat_020,sel_000809,42.74,19584,11,3
prd_0013605,cat_008,sel_001030,30.9,290,51,4
prd_0013606,cat_011,sel_002166,18.33,296,83,5
prd_0013607,cat_016,sel_000286,105.26,453,108,1
prd_0013608,cat_013,sel_001777,18.41,2916,81,5
prd_0013609,cat_034,sel_002017,122.35,612,93,5
prd_0013610,cat_034,sel_002206,91.1,475,108,6
prd_0013611,cat_014,sel_000567,34.34,919,76,2
prd_0013612,cat_016,sel_001702,26.02,629,67,1
prd_0013613,cat_040,sel_000247,12.12,371,55,7
prd_0013614,cat_019,sel_002140,76.52,534,48,1
prd_0013615,cat_042,sel_001239,64.96,526,110,6
prd_0013616,cat_032,sel_001565,43.05,1067,23,6
prd_0013617,cat_009,sel_002111,59.03,928,113,3
prd_0013618,cat_008,sel_001296,63.67,861,81,3
prd_0013619,cat_006,sel_001303,56.23,419,90,1
prd_0013620,cat_033,sel_001197,22.84,705,82,6
prd_0013621,cat_011,sel_001542,38.44,339,56,3
prd_0013622,cat_025,sel_001793,29.06,835,97,7
prd_0013623,cat_020,sel_002017,151.27,9230,118,5
prd_0013624,cat_034,sel_000082,24.47,212,45,1
prd_0013625,cat_031,sel_000878,33.85,578,14,7
prd_0013626,cat_002,sel_001100,14.58,577,54,7
prd_0013627,cat_011,sel_000270,8.99,951,103,6
prd_0013628,cat_019,sel_001892,66.77,450,23,7
prd_0013629,cat_033,sel_001342,19.07,447,42,6
prd_0013630,cat_028,sel_000007,78.77,32804,99,5
prd_0013631,cat_021,sel_001589,41.59,2736,63,1
prd_0013632,cat_033,sel_000853,21.1,671,68,4
prd_0013633,cat_015,sel_001805,50.58,941,19,2
prd_0013634,cat_002,sel_000477,25.06,855,99,3
prd_0013635,cat_036,sel_000004,22.14,467,61,6
prd_0013636,cat_019,sel_000249,75.87,613,70,6
prd_0013637,cat_033,sel_001125,14.66,797,35,3
prd_0013638,cat_014,sel_001879,37.28,408,11,2
prd_0013639,cat_023,sel_001549,88.56,431,44,7
prd_0013640,cat_011,sel_000047,9.55,292,29,5
prd_0013641,cat_014,sel_001523,59.48,1094,72,1
prd_0013642,cat_005,sel_001240,6.35,1793,43,4
prd_0013643,cat_031,sel_002017,50.69,432,116,5
prd_0013644,cat_010,sel_000655,28.8,809,39,1
prd_0013645,cat_011,sel_001794,24.2,1133,34,4
prd_0013646,cat_012,sel_001589,40.81,338,41,4
prd_0013647,cat_015,sel_001564,28.87,722,47,6
prd_0013648,cat_022,sel_001042,122.23,9833,92,3
prd_0013649,cat_025,sel_000042,49.87,533,36,2
prd_0013650,cat_025,sel_000496,50.89,584,94,3
prd_0013651,cat_015,sel_002100,23.7,1215,65,2
prd_0013652,cat_017,sel_001558,50.29,493,101,6
prd_0013653,cat_005,sel_001488,13.89,457,39,4
prd_0013654,cat_019,sel_001348,88.08,556,58,4
prd_0013655,cat_037,sel_000219,38.15,1517,31,5
prd_0013656,cat_016,sel_000878,41.7,910,56,7
prd_0013657,cat_039,sel_001558,46.3,800,81,2
prd_0013658,cat_006,sel_000331,45.96,796,70,1
prd_0013659,cat_030,sel_002284,146.6,1460,29,7
prd_0013660,cat_028,sel_000207,55.82,40635,84,7
prd_0013661,cat_025,sel_001704,92.74,497,71,6
prd_0013662,cat_025,sel_000748,87.62,559,70,2
prd_0013663,cat_001,sel_002145,17.37,545,15,1
prd_0013664,cat_031,sel_002053,38.98,989,52,3
prd_0013665,cat_018,sel_000834,91.82,1544,88,6
prd_0013666,cat_019,sel_001188,82.73,392,53,7
prd_0013667,cat_002,sel_002393,19.13,1058,10,7
prd_0013668,cat_007,sel_001551,57.89,576,40,2
prd_0013669,cat_038,sel_000017,52.24,923,84,2
prd_0013670,cat_011,sel_001972,16.63,734,33,3
prd_0013671,cat_014,sel_000912,126.07,465,25,7
prd_0013672,cat_007,sel_000698,80.75,461,91,1
prd_0013673,cat_024,sel_002068,308.87,568,87,4
prd_0013674,cat_031,sel_002419,43.49,757,75,1
prd_0013675,cat_039,sel_000170,9.28,812,18,6
prd_0013676,cat_022,sel_001001,139.84,23322,45,3
prd_0013677,cat_010,sel_000710,64.0,833,45,5
prd_0013678,cat_003,sel_002235,165.35,829,53,3
prd_0013679,cat_009,sel_002155,61.1,1191,88,3
prd_0013680,cat_023,sel_002247,61.58,856,110,6
prd_0013681,cat_040,sel_000119,16.77,586,78,5
prd_0013682,cat_003,sel_000143,46.85,913,24,6
prd_0013683,cat_013,sel_001418,28.92,3687,41,5
prd_0013684,cat_025,sel_000437,55.37,1142,19,6
prd_0013685,cat_022,sel_000303,200.0,6801,60,6
prd_0013686,cat_024,sel_000664,54.84,1253,34,1
prd_0013687,cat_016,sel_001777,79.91,1220,46,6
prd_0013688,cat_009,sel_001678,98.11,705,58,3
prd_0013689,cat_017,sel_001991,97.05,131,11,5
prd_0013690,cat_013,sel_000174,28.69,2700,75,1
prd_0013691,cat_028,sel_001935,24.33,14709,71,4
prd_0013692,cat_006,sel_001260,31.45,1291,64,3
prd_0013693,cat_018,sel_000782,146.29,822,118,3
prd_0013694,cat_040,sel_001556,13.92,570,54,3
prd_0013695,cat_019,sel_002017,74.34,489,66,7
prd_0013696,cat_009,sel_000286,61.39,1092,68,5
prd_0013697,cat_039,sel_002017,22.21,405,50,6
prd_0013698,cat_009,sel_001458,34.77,333,112,5
prd_0013699,cat_031,sel_001560,77.79,319,64,6
prd_0013700,cat_004,sel_002193,247.68,16749,114,6
prd_0013701,cat_034,sel_001777,100.96,422,88,1
prd_0013702,cat_007,sel_001502,79.67,1044,113,5
prd_0013703,cat_014,sel_000841,153.6,629,20,3
prd_0013704,cat_040,sel_001311,36.58,313,77,4
prd_0013705,cat_022,sel_002084,311.58,4645,59,3
prd_0013706,cat_009,sel_002485,117.65,385,62,1
prd_0013707,cat_001,sel_001907,22.9,587,29,7
prd_0013708,cat_001,sel_002007,19.13,1077,100,2
prd_0013709,cat_009,sel_001749,33.55,577,81,3
prd_0013710,cat_019,sel_001938,81.07,446,60,5
prd_0013711,cat_017,sel_000615,53.79,776,114,7
prd_0013712,cat_039,sel_001073,19.41,502,57,2
prd_0013713,cat_032,sel_001427,31.08,811,35,6
prd_0013714,cat_039,sel_001411,23.28,731,71,1
prd_0013715,cat_019,sel_001538,60.56,366,52,7
prd_0013716,cat_016,sel_002423,65.88,321,61,2
prd_0013717,cat_022,sel_002120,128.53,4293,39,1
prd_0013718,cat_013,sel_002055,18.97,5072,73,5
prd_0013719,cat_008,sel_002066,18.5,1471,52,7
prd_0013720,cat_034,sel_002017,54.31,351,108,7
prd_0013721,cat_025,sel_001702,83.45,373,60,3
prd_0013722,cat_011,sel_000655,18.34,1004,17,1
